TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Channel,CustomerOccupation,Cluster
121.82,69.0,123.0,3.0,8354.54,Engineer,Retired,Doctor,1
374.5,26.0,178.0,1.0,1671.5100000000002,Doctor,Engineer,Student,2
166.13,68.0,227.0,1.0,11822.53,Engineer,Doctor,Doctor,0
626.9,23.0,146.0,1.0,587.1099999999997,Engineer,Doctor,Student,2
466.85,56.0,165.0,1.0,5422.53,Engineer,Engineer,Retired,1
788.84,58.0,231.0,1.0,1913.73,Engineer,Retired,Retired,1
873.6500000000001,37.0,59.0,1.0,12139.83,Doctor,Retired,Doctor,0
525.28,69.0,134.0,1.0,4693.6,Engineer,Doctor,Retired,1
110.17000000000002,30.0,137.0,1.0,464.1999999999998,Engineer,Doctor,Engineer,2
632.69,80.0,76.0,1.0,4363.74,Engineer,Doctor,Retired,1
124.35,72.0,90.0,1.0,3319.76,Engineer,Doctor,Retired,1
43.849999999999994,62.0,122.0,1.0,4356.98,Engineer,Doctor,Retired,1
283.81,28.0,29.0,1.0,1519.35,Engineer,Engineer,Student,2
168.53,71.0,112.0,1.0,5962.58,Engineer,Doctor,Retired,1
218.59,40.0,123.0,1.0,6699.23,Doctor,Engineer,Engineer,0
132.84,21.0,143.0,1.0,822.7299999999996,Engineer,Doctor,Student,2
157.37,42.0,289.0,1.0,13964.31,Doctor,Engineer,Doctor,0
144.77,20.0,159.0,1.0,867.3199999999997,Engineer,Retired,Student,2
643.22,64.0,93.0,1.0,1035.8599999999997,Engineer,Doctor,Doctor,1
1392.54,41.0,297.0,1.0,13347.69,Engineer,Engineer,Doctor,0
208.07,32.0,36.0,1.0,8478.9,Engineer,Retired,Doctor,0
94.30000000000001,57.0,57.0,1.0,11088.95,Engineer,Engineer,Doctor,0
295.5,59.0,36.0,1.0,6280.66,Engineer,Doctor,Retired,1
30.230000000000018,44.0,99.0,1.0,481.1300000000001,Engineer,Doctor,Doctor,2
112.05000000000001,26.0,159.0,1.0,1122.8799999999997,Doctor,Doctor,Student,2
180.24,58.0,144.0,1.0,8431.23,Engineer,Engineer,Engineer,0
13.70999999999998,38.0,148.0,1.0,8342.79,Doctor,Retired,Engineer,0
96.54000000000002,58.0,95.0,1.0,7182.22,Engineer,Engineer,Retired,1
79.35,67.0,70.0,1.0,1692.15,Engineer,Retired,Retired,1
101.04000000000002,27.0,160.0,1.0,1695.5699999999997,Engineer,Doctor,Student,2
74.42000000000002,49.0,68.0,1.0,6264.21,Engineer,Retired,Engineer,1
39.660000000000025,52.0,169.0,1.0,8497.34,Engineer,Engineer,Engineer,0
99.35999999999999,40.0,46.0,1.0,1272.12,Engineer,Doctor,Doctor,2
123.85,56.0,244.0,1.0,3959.62,Engineer,Retired,Engineer,1
426.93,19.0,248.0,1.0,476.1899999999996,Engineer,Doctor,Student,2
133.73,25.0,123.0,1.0,1872.2200000000003,Doctor,Retired,Student,2
222.39,49.0,73.0,1.0,3117.39,Engineer,Retired,Engineer,1
215.94,22.0,140.0,1.0,1841.69,Doctor,Retired,Student,2
6.300000000000011,80.0,283.0,5.0,7697.68,Engineer,Engineer,Retired,1
826.23,29.0,209.0,1.0,7580.59,Engineer,Doctor,Doctor,0
416.37,35.0,67.0,1.0,7936.91,Engineer,Retired,Engineer,0
131.46,67.0,258.0,1.0,6642.33,Engineer,Engineer,Retired,1
202.86,61.0,149.0,1.0,7642.25,Doctor,Engineer,Doctor,1
268.39,26.0,171.0,1.0,136.73999999999978,Engineer,Doctor,Student,2
194.85,23.0,130.0,4.0,319.84000000000015,Engineer,Retired,Student,2
137.35,40.0,220.0,1.0,12662.66,Doctor,Retired,Doctor,0
712.75,44.0,25.0,1.0,8126.06,Engineer,Engineer,Doctor,0
353.82,42.0,143.0,1.0,705.75,Engineer,Doctor,Doctor,2
507.25,73.0,143.0,1.0,5331.57,Engineer,Engineer,Retired,1
212.74,27.0,128.0,1.0,7645.47,Engineer,Engineer,Engineer,0
364.42,51.0,146.0,1.0,8119.73,Engineer,Doctor,Engineer,0
195.12,46.0,144.0,1.0,6101.15,Engineer,Doctor,Doctor,0
230.61,80.0,204.0,1.0,2561.42,Engineer,Engineer,Retired,1
739.28,58.0,47.0,1.0,11905.64,Doctor,Engineer,Doctor,0
390.35,64.0,61.0,1.0,7095.88,Doctor,Doctor,Doctor,1
242.03,58.0,124.0,1.0,4382.73,Engineer,Retired,Engineer,1
242.39,18.0,271.0,1.0,1328.73,Doctor,Doctor,Student,2
135.02999999999997,23.0,180.0,1.0,1278.0,Engineer,Doctor,Student,2
83.5,61.0,91.0,5.0,1749.79,Engineer,Engineer,Retired,1
193.54,80.0,267.0,1.0,2929.51,Engineer,Engineer,Retired,1
617.36,29.0,61.0,1.0,8926.38,Engineer,Engineer,Engineer,0
775.23,59.0,38.0,1.0,5977.59,Doctor,Retired,Doctor,1
266.57,72.0,100.0,1.0,7676.92,Engineer,Doctor,Retired,1
153.4,45.0,144.0,1.0,4657.7,Engineer,Doctor,Engineer,1
946.94,53.0,251.0,1.0,5579.11,Engineer,Engineer,Retired,1
5.1200000000000045,34.0,90.0,1.0,3293.01,Engineer,Engineer,Engineer,2
119.11000000000001,57.0,131.0,1.0,7998.25,Engineer,Doctor,Engineer,0
1096.6999999999998,24.0,147.0,1.0,1093.8900000000003,Engineer,Retired,Student,2
119.72,30.0,123.0,1.0,3435.34,Engineer,Engineer,Engineer,2
107.4,58.0,32.0,1.0,344.0699999999997,Engineer,Retired,Doctor,1
115.92000000000002,53.0,57.0,1.0,3897.17,Engineer,Doctor,Retired,1
438.04,67.0,247.0,1.0,5358.95,Engineer,Doctor,Retired,1
677.29,27.0,287.0,1.0,627.79,Engineer,Retired,Engineer,2
296.0,35.0,248.0,1.0,7418.82,Engineer,Engineer,Doctor,0
299.09,36.0,84.0,1.0,5615.26,Doctor,Engineer,Engineer,2
461.52,24.0,44.0,1.0,1995.1800000000003,Doctor,Engineer,Student,2
100.51999999999998,50.0,110.0,1.0,453.3900000000003,Engineer,Doctor,Engineer,1
85.35,66.0,166.0,1.0,2173.76,Engineer,Doctor,Retired,1
79.75999999999999,39.0,170.0,1.0,6452.14,Engineer,Engineer,Engineer,0
778.49,75.0,107.0,1.0,7713.67,Doctor,Retired,Retired,1
386.38,42.0,135.0,1.0,5528.36,Engineer,Retired,Engineer,0
165.25,35.0,106.0,1.0,9939.94,Engineer,Retired,Doctor,0
14.29000000000002,34.0,150.0,1.0,7016.99,Engineer,Doctor,Engineer,0
232.79,55.0,145.0,1.0,2661.3,Doctor,Engineer,Retired,1
1237.5599999999997,60.0,159.0,1.0,9410.17,Doctor,Engineer,Engineer,0
92.29000000000002,54.0,115.0,1.0,2026.3199999999997,Engineer,Engineer,Engineer,1
293.97,68.0,153.0,1.0,7371.85,Engineer,Engineer,Retired,1
136.32,19.0,113.0,1.0,264.8299999999999,Engineer,Retired,Student,2
251.06,36.0,34.0,1.0,10001.66,Engineer,Retired,Doctor,0
50.170000000000016,77.0,35.0,1.0,7752.14,Doctor,Doctor,Retired,1
21.399999999999977,34.0,258.0,1.0,9594.11,Engineer,Engineer,Engineer,0
73.28,21.0,20.999999999999986,1.0,1329.4099999999999,Engineer,Engineer,Student,2
70.23000000000002,38.0,260.0,1.0,11624.93,Engineer,Doctor,Doctor,0
689.29,22.0,100.0,1.0,168.84000000000015,Engineer,Doctor,Student,2
745.03,28.0,231.0,1.0,160.5699999999997,Engineer,Retired,Student,2
54.610000000000014,58.0,160.0,1.0,7135.64,Engineer,Doctor,Engineer,1
54.05000000000001,27.0,146.0,1.0,469.1400000000003,Engineer,Engineer,Student,2
107.47,67.0,144.0,1.0,7517.5,Engineer,Retired,Retired,1
611.11,20.0,282.0,4.0,919.8400000000001,Engineer,Doctor,Student,2
219.63,48.0,44.0,1.0,8013.63,Engineer,Doctor,Doctor,0
188.7,54.0,123.0,1.0,5077.06,Engineer,Engineer,Retired,1
93.51999999999998,51.0,97.0,1.0,2791.2,Engineer,Retired,Engineer,1
275.92,62.0,107.0,1.0,1777.38,Doctor,Engineer,Retired,1
376.79,68.0,265.0,1.0,7749.14,Engineer,Engineer,Retired,1
8.980000000000018,66.0,56.0,1.0,4516.76,Engineer,Retired,Retired,1
697.32,68.0,91.0,1.0,2016.02,Engineer,Retired,Retired,1
17.44999999999999,18.0,88.0,1.0,1959.52,Engineer,Doctor,Student,2
302.16,80.0,138.0,5.0,3876.61,Engineer,Retired,Retired,1
442.74,23.0,136.0,1.0,1790.27,Engineer,Engineer,Student,2
623.9,27.0,249.0,1.0,711.4700000000003,Engineer,Doctor,Student,2
445.41,35.0,235.0,3.0,12154.66,Engineer,Doctor,Doctor,0
63.41,26.0,36.0,1.0,1546.2200000000003,Engineer,Doctor,Student,2
346.85,44.0,88.0,1.0,7208.15,Engineer,Doctor,Doctor,0
71.94999999999999,59.0,53.0,1.0,9267.32,Doctor,Retired,Engineer,0
7.5,63.0,36.0,1.0,6485.78,Engineer,Retired,Retired,1
206.46,65.0,279.0,1.0,3984.38,Engineer,Doctor,Retired,1
423.11,60.0,47.0,1.0,412.77999999999975,Engineer,Doctor,Engineer,1
35.839999999999975,54.0,172.0,1.0,4795.65,Doctor,Retired,Retired,1
88.6,28.0,105.0,1.0,246.5699999999997,Doctor,Engineer,Student,2
1431.3,18.0,168.0,1.0,1058.1300000000006,Engineer,Doctor,Student,2
53.81,55.0,37.0,2.0,2564.62,Doctor,Doctor,Engineer,1
22.45999999999998,54.0,78.0,1.0,6631.5,Engineer,Retired,Retired,1
334.89,21.0,260.0,1.0,1661.6800000000003,Engineer,Retired,Student,2
319.27,54.0,59.0,1.0,5504.01,Doctor,Retired,Retired,1
144.3,18.0,88.0,1.0,312.1899999999996,Engineer,Doctor,Student,2
348.7,69.0,149.0,1.0,2445.58,Doctor,Engineer,Retired,1
366.21,62.0,181.0,1.0,10862.99,Engineer,Doctor,Doctor,0
99.11000000000001,55.0,12.0,1.0,5414.87,Engineer,Retired,Retired,1
539.35,55.0,127.0,1.0,3919.44,Engineer,Doctor,Retired,1
188.99,58.0,92.0,1.0,7315.34,Engineer,Engineer,Engineer,1
1416.69,46.0,58.0,1.0,3740.73,Engineer,Doctor,Engineer,1
710.14,26.0,227.0,1.0,465.6300000000001,Engineer,Doctor,Student,2
308.68,53.0,170.0,1.0,9992.36,Engineer,Retired,Doctor,0
166.68,57.0,139.0,1.0,5141.19,Engineer,Doctor,Retired,1
0.9900000000000091,45.0,133.0,1.0,4317.85,Engineer,Doctor,Engineer,1
505.19,30.0,128.0,5.0,5326.68,Engineer,Doctor,Doctor,2
66.57999999999998,23.0,79.0,1.0,1636.3199999999997,Engineer,Engineer,Student,2
223.43,77.0,178.0,1.0,7932.41,Engineer,Engineer,Retired,1
659.95,60.0,114.0,1.0,3927.69,Engineer,Retired,Engineer,1
634.86,27.0,45.0,1.0,588.5,Engineer,Doctor,Student,2
286.5,30.0,60.0,1.0,8517.95,Doctor,Engineer,Engineer,0
322.96,76.0,168.0,1.0,2401.59,Doctor,Engineer,Retired,1
654.48,19.0,114.0,1.0,6776.41,Engineer,Engineer,Student,2
157.97,48.0,140.0,1.0,5529.92,Engineer,Engineer,Doctor,1
120.9,40.0,52.0,1.0,9009.42,Engineer,Engineer,Doctor,0
254.77,57.0,57.0,1.0,5994.87,Engineer,Engineer,Engineer,1
795.96,65.0,119.0,1.0,5468.58,Engineer,Retired,Retired,1
149.25,39.0,142.0,1.0,5677.52,Engineer,Doctor,Engineer,0
3.420000000000016,43.0,158.0,1.0,14180.21,Doctor,Retired,Doctor,0
68.19,40.0,189.0,1.0,9895.1,Doctor,Retired,Doctor,0
493.42,39.0,111.0,1.0,2232.84,Engineer,Engineer,Engineer,2
37.56999999999999,57.0,42.0,1.0,7739.54,Engineer,Doctor,Retired,0
127.0,19.0,68.0,5.0,431.15999999999985,Doctor,Engineer,Student,2
96.88999999999999,59.0,53.0,1.0,6044.93,Engineer,Doctor,Retired,1
448.33,25.0,161.0,1.0,922.1900000000005,Engineer,Doctor,Student,2
1116.48,51.0,55.0,1.0,447.52999999999975,Engineer,Doctor,Engineer,1
8.649999999999977,48.0,273.0,1.0,10778.35,Engineer,Retired,Doctor,0
65.57,41.0,82.0,1.0,7513.79,Engineer,Retired,Engineer,0
539.81,46.0,177.0,1.0,2051.25,Engineer,Retired,Engineer,1
363.53,63.0,142.0,1.0,1038.9099999999994,Engineer,Doctor,Retired,1
64.9,51.0,72.0,1.0,6854.61,Doctor,Engineer,Retired,0
358.18,18.0,157.0,1.0,619.8599999999997,Engineer,Doctor,Student,2
167.2,30.0,84.0,1.0,11320.83,Engineer,Engineer,Doctor,0
121.91,60.0,133.0,1.0,14510.8,Engineer,Engineer,Doctor,0
137.57,54.0,70.0,1.0,5103.67,Engineer,Retired,Engineer,1
534.62,55.0,45.0,1.0,13793.53,Engineer,Retired,Doctor,0
463.9200000000001,50.0,199.0,1.0,2403.39,Engineer,Retired,Engineer,1
320.14,60.0,96.0,1.0,3075.97,Engineer,Retired,Retired,1
214.93,28.0,52.0,1.0,7835.4,Engineer,Retired,Student,0
660.02,20.0,84.0,1.0,414.4300000000003,Engineer,Engineer,Student,2
345.81,40.0,135.0,1.0,6116.8,Engineer,Engineer,Engineer,0
143.54,71.0,80.0,1.0,6067.62,Engineer,Doctor,Retired,1
42.55000000000004,53.0,29.0,1.0,7341.43,Engineer,Engineer,Engineer,0
1063.2499999999998,21.0,128.0,1.0,1240.71,Doctor,Retired,Student,2
541.79,22.0,125.0,1.0,1454.08,Engineer,Doctor,Student,2
40.56999999999999,26.0,63.0,1.0,1476.9099999999999,Engineer,Engineer,Student,2
120.24000000000001,18.0,131.0,2.0,1943.13,Engineer,Engineer,Student,2
498.67,28.0,244.0,1.0,1719.9700000000003,Engineer,Retired,Student,2
227.22,53.0,220.0,1.0,832.8199999999997,Engineer,Doctor,Doctor,1
1182.86,30.0,34.0,1.0,7696.16,Engineer,Retired,Engineer,0
56.94,76.0,74.0,1.0,7004.63,Doctor,Retired,Retired,1
629.8199999999999,68.0,159.0,1.0,6385.69,Engineer,Doctor,Retired,1
59.44,35.0,176.0,1.0,5472.03,Engineer,Retired,Engineer,2
186.69,30.0,54.0,1.0,8602.22,Engineer,Engineer,Engineer,0
230.46,19.0,179.0,1.0,162.52999999999975,Engineer,Retired,Student,2
65.09,44.0,159.0,1.0,9370.9,Doctor,Retired,Engineer,0
457.09,55.0,63.0,1.0,8570.82,Doctor,Retired,Engineer,0
552.02,44.0,100.0,1.0,522.0799999999999,Doctor,Doctor,Engineer,2
377.12,34.0,61.0,1.0,836.6700000000001,Engineer,Doctor,Engineer,2
204.56,18.0,179.0,1.0,364.72000000000025,Doctor,Engineer,Student,2
420.28,35.0,144.0,1.0,8557.32,Engineer,Engineer,Doctor,0
97.09,24.0,202.0,4.0,1579.5699999999997,Engineer,Doctor,Student,2
124.59,27.0,171.0,1.0,129.28999999999996,Engineer,Engineer,Student,2
73.88,39.0,34.0,1.0,6474.41,Engineer,Retired,Doctor,0
77.43,21.0,169.0,1.0,1380.21,Engineer,Retired,Student,2
106.15999999999997,56.0,277.0,4.0,7487.79,Engineer,Doctor,Doctor,0
245.93,54.0,172.0,1.0,7986.63,Engineer,Engineer,Engineer,0
622.41,64.0,125.0,1.0,7322.01,Engineer,Doctor,Doctor,1
43.72999999999999,34.0,145.0,1.0,9929.43,Engineer,Doctor,Doctor,0
1282.86,19.0,68.0,1.0,1830.98,Engineer,Engineer,Student,2
2.0299999999999727,33.0,28.0,1.0,3012.31,Doctor,Doctor,Engineer,2
770.65,31.0,137.0,1.0,7198.8,Engineer,Retired,Doctor,0
260.31,63.0,113.0,1.0,10980.38,Engineer,Engineer,Doctor,0
356.1,26.0,187.0,1.0,868.3500000000004,Doctor,Engineer,Student,2
27.069999999999993,80.0,39.0,1.0,3773.29,Doctor,Engineer,Retired,1
119.88999999999999,67.0,60.0,1.0,6697.77,Engineer,Doctor,Doctor,1
106.38999999999999,37.0,281.0,1.0,9410.99,Engineer,Retired,Doctor,0
12.04000000000002,37.0,58.0,1.0,6213.32,Engineer,Retired,Engineer,0
365.7,21.0,115.0,2.0,368.77999999999975,Engineer,Engineer,Student,2
29.379999999999995,28.0,63.0,1.0,1663.31,Doctor,Engineer,Student,2
319.85,60.0,148.0,1.0,711.6599999999999,Engineer,Doctor,Doctor,1
350.14,75.0,38.0,1.0,2403.25,Doctor,Retired,Retired,1
163.94,52.0,73.0,1.0,5957.37,Doctor,Engineer,Retired,1
170.53,24.0,58.0,1.0,801.0100000000002,Engineer,Engineer,Student,2
262.22,40.0,136.0,1.0,5711.71,Doctor,Doctor,Engineer,0
41.49000000000001,24.0,13.000000000000014,1.0,928.3299999999999,Engineer,Retired,Student,2
121.43,52.0,243.0,1.0,7365.28,Doctor,Engineer,Engineer,0
350.46,51.0,165.0,1.0,5839.38,Engineer,Engineer,Retired,1
220.40999999999997,26.0,155.0,1.0,5116.98,Doctor,Retired,Engineer,2
33.45999999999998,72.0,111.0,1.0,3641.07,Engineer,Doctor,Retired,1
104.79000000000002,70.0,223.0,1.0,1352.19,Engineer,Doctor,Doctor,1
246.27,29.0,141.0,1.0,7299.86,Engineer,Retired,Doctor,0
48.849999999999994,19.0,176.0,1.0,1503.56,Engineer,Doctor,Student,2
332.0,69.0,17.0,1.0,5943.13,Engineer,Doctor,Retired,1
118.1,54.0,167.0,1.0,895.6599999999999,Engineer,Retired,Engineer,1
84.59,67.0,10.0,1.0,5669.1,Doctor,Engineer,Doctor,1
295.64,21.0,82.0,1.0,1061.96,Engineer,Retired,Student,2
514.33,25.0,160.0,1.0,1592.94,Engineer,Engineer,Student,2
992.1700000000001,43.0,169.0,1.0,6215.96,Engineer,Doctor,Doctor,0
94.58999999999997,39.0,34.0,1.0,6171.89,Engineer,Retired,Doctor,0
80.43,59.0,157.0,1.0,5987.67,Engineer,Engineer,Retired,1
54.25,68.0,37.0,1.0,14783.33,Engineer,Retired,Doctor,0
178.88,76.0,93.0,4.0,4708.29,Doctor,Engineer,Retired,1
518.85,22.0,82.0,1.0,1806.0,Engineer,Retired,Student,2
10.649999999999977,54.0,161.0,1.0,13240.719999999998,Engineer,Retired,Doctor,0
198.62,27.0,84.0,1.0,1196.0699999999997,Doctor,Engineer,Student,2
107.03,27.0,73.0,1.0,1408.0699999999997,Engineer,Engineer,Student,2
139.57,19.0,263.0,3.0,271.77999999999975,Engineer,Doctor,Student,2
312.47,49.0,148.0,4.0,9419.27,Engineer,Doctor,Engineer,0
346.11,41.0,213.0,1.0,9551.64,Engineer,Engineer,Engineer,0
138.06,44.0,159.0,1.0,1070.4700000000007,Engineer,Engineer,Engineer,2
158.02,49.0,120.0,1.0,9374.24,Engineer,Doctor,Engineer,0
830.01,66.0,96.0,1.0,4253.18,Doctor,Retired,Retired,1
435.5,55.0,112.0,1.0,6981.03,Engineer,Doctor,Retired,1
110.49000000000001,57.0,47.999999999999986,1.0,10483.93,Engineer,Retired,Doctor,0
329.4,34.0,68.0,1.0,9588.07,Engineer,Retired,Doctor,0
635.4,47.0,106.0,1.0,1238.1099999999997,Engineer,Doctor,Doctor,1
769.97,22.0,23.0,1.0,1244.9300000000003,Engineer,Engineer,Student,2
175.07,26.0,169.0,1.0,1040.25,Engineer,Engineer,Student,2
7.310000000000002,78.0,282.0,1.0,5757.67,Engineer,Engineer,Retired,1
175.14999999999998,27.0,32.0,1.0,1712.65,Engineer,Doctor,Student,2
32.54000000000002,25.0,183.0,4.0,1544.88,Engineer,Retired,Student,2
121.82,60.0,119.0,1.0,13293.829999999998,Engineer,Retired,Doctor,0
56.119999999999976,30.0,102.0,1.0,8839.67,Engineer,Doctor,Doctor,0
424.7,56.0,178.0,1.0,6239.89,Doctor,Retired,Retired,1
35.160000000000025,32.0,130.0,1.0,8459.18,Engineer,Engineer,Engineer,0
35.73000000000002,65.0,87.0,1.0,9073.17,Engineer,Engineer,Doctor,0
3.4399999999999977,78.0,108.0,1.0,7561.33,Engineer,Doctor,Retired,1
1342.25,21.0,235.0,1.0,694.0299999999997,Doctor,Engineer,Student,2
139.03,50.0,81.0,1.0,2276.57,Doctor,Retired,Engineer,1
254.92,28.0,169.0,1.0,2791.12,Doctor,Doctor,Engineer,2
115.11000000000001,28.0,139.0,1.0,9808.97,Engineer,Retired,Engineer,0
171.11,57.0,171.0,1.0,6324.09,Engineer,Doctor,Retired,1
168.54,70.0,142.0,2.0,13406.0,Engineer,Doctor,Doctor,0
420.76,51.0,76.0,1.0,6581.55,Engineer,Engineer,Retired,1
408.46,64.0,28.0,1.0,3140.79,Engineer,Engineer,Retired,1
1162.42,30.0,45.0,1.0,10357.26,Doctor,Retired,Doctor,0
342.17,21.0,247.0,1.0,461.8299999999999,Doctor,Engineer,Student,2
580.71,53.0,95.0,1.0,5670.0,Engineer,Doctor,Engineer,1
821.54,79.0,36.0,1.0,4040.32,Doctor,Engineer,Retired,1
253.47,20.0,238.0,1.0,220.51000000000022,Engineer,Engineer,Student,2
22.810000000000002,62.0,75.0,1.0,3634.76,Engineer,Retired,Retired,1
266.57,39.0,96.0,1.0,7180.48,Doctor,Retired,Engineer,0
374.61,75.0,37.0,1.0,1389.71,Doctor,Retired,Retired,1
339.35,78.0,70.0,1.0,5002.7,Doctor,Doctor,Retired,1
810.3600000000001,20.0,67.0,1.0,9239.12,Engineer,Doctor,Student,0
9.829999999999984,24.0,86.0,1.0,666.4200000000001,Engineer,Doctor,Student,2
135.57,51.0,116.0,1.0,11351.64,Doctor,Engineer,Doctor,0
340.05,43.0,37.0,1.0,7234.15,Engineer,Doctor,Engineer,0
283.45,27.0,127.0,1.0,2049.51,Engineer,Engineer,Engineer,2
100.99000000000001,68.0,114.0,1.0,8865.27,Engineer,Doctor,Doctor,1
90.88,18.0,176.0,1.0,3908.47,Engineer,Engineer,Student,2
655.15,26.0,264.0,1.0,5587.44,Engineer,Doctor,Engineer,2
320.55,50.0,118.0,1.0,438.75,Engineer,Retired,Engineer,1
41.50999999999999,28.0,47.999999999999986,1.0,609.6000000000004,Engineer,Retired,Student,2
71.52999999999997,68.0,39.0,1.0,2393.73,Doctor,Engineer,Retired,1
467.13,54.0,45.0,1.0,3914.84,Doctor,Engineer,Retired,1
235.4,28.0,70.0,1.0,818.3599999999997,Engineer,Engineer,Student,2
159.32,18.0,100.0,1.0,304.4399999999996,Engineer,Engineer,Student,2
50.829999999999984,30.0,47.999999999999986,1.0,9553.42,Doctor,Retired,Doctor,0
56.889999999999986,59.0,56.0,1.0,3034.67,Doctor,Engineer,Engineer,1
20.21999999999997,43.0,138.0,1.0,5515.32,Engineer,Doctor,Engineer,0
50.400000000000006,36.0,84.0,1.0,1677.0100000000002,Engineer,Engineer,Doctor,2
73.88,53.0,131.0,1.0,4055.55,Engineer,Engineer,Retired,1
119.60999999999999,33.0,53.0,1.0,9899.94,Engineer,Doctor,Doctor,0
1241.05,18.0,129.0,1.0,756.7399999999998,Engineer,Engineer,Student,2
116.57999999999998,43.0,247.0,1.0,2620.74,Engineer,Engineer,Engineer,2
1919.11,30.0,161.0,1.0,11090.24,Engineer,Doctor,Doctor,0
391.96,64.0,79.0,1.0,2174.16,Engineer,Doctor,Retired,1
156.26,46.0,160.0,1.0,7854.1,Doctor,Engineer,Engineer,0
427.0,49.0,163.0,1.0,8253.65,Doctor,Engineer,Engineer,0
443.68,18.0,137.0,1.0,874.1499999999996,Engineer,Doctor,Student,2
101.75999999999999,31.0,26.0,1.0,6043.25,Engineer,Engineer,Doctor,2
67.57,37.0,107.0,1.0,2766.12,Engineer,Engineer,Engineer,2
326.29,56.0,179.0,1.0,8171.26,Engineer,Retired,Engineer,0
158.56,33.0,100.0,1.0,5401.21,Engineer,Doctor,Doctor,2
56.02000000000004,27.0,142.0,1.0,3548.02,Engineer,Retired,Student,2
288.28,27.0,36.0,1.0,160.82999999999993,Engineer,Retired,Student,2
245.67,24.0,107.0,1.0,752.25,Doctor,Engineer,Student,2
152.18,39.0,176.0,4.0,2459.84,Doctor,Retired,Engineer,2
114.35,41.0,20.999999999999986,1.0,469.1199999999999,Doctor,Engineer,Engineer,2
373.27,61.0,79.0,1.0,8441.61,Doctor,Retired,Doctor,0
504.63,60.0,168.0,1.0,3806.16,Engineer,Retired,Engineer,1
126.22,46.0,77.0,4.0,6133.41,Engineer,Doctor,Engineer,0
820.1500000000001,47.0,181.0,1.0,8802.97,Engineer,Engineer,Doctor,0
986.81,68.0,127.0,1.0,14881.77,Doctor,Retired,Doctor,0
8.370000000000005,63.0,135.0,1.0,1106.3400000000001,Engineer,Doctor,Retired,1
197.49,53.0,30.0,1.0,5005.33,Doctor,Retired,Retired,1
637.97,58.0,90.0,1.0,7949.03,Engineer,Engineer,Retired,0
13.519999999999982,26.0,65.0,1.0,259.77000000000044,Engineer,Doctor,Student,2
432.1,49.0,240.0,1.0,2114.3,Engineer,Doctor,Engineer,1
375.17,51.0,66.0,2.0,5495.3,Engineer,Doctor,Engineer,1
642.68,50.0,94.0,1.0,8461.46,Engineer,Engineer,Doctor,0
78.44,52.0,292.0,1.0,6870.84,Doctor,Retired,Retired,0
139.72,49.0,201.0,1.0,5058.83,Engineer,Engineer,Engineer,1
499.99,31.0,296.0,1.0,8885.0,Engineer,Engineer,Engineer,0
10.069999999999993,24.0,49.0,1.0,530.8099999999995,Engineer,Retired,Student,2
120.62,23.0,85.0,1.0,9379.53,Engineer,Doctor,Student,0
578.49,59.0,180.0,1.0,6475.13,Engineer,Engineer,Retired,1
119.30000000000001,34.0,22.0,5.0,319.03999999999996,Engineer,Engineer,Engineer,2
280.92,41.0,168.0,1.0,5298.85,Engineer,Retired,Doctor,0
42.420000000000016,21.0,102.0,1.0,490.5699999999997,Engineer,Retired,Student,2
77.03,67.0,259.0,1.0,11310.27,Engineer,Doctor,Doctor,0
22.589999999999975,62.0,45.0,1.0,3988.75,Engineer,Doctor,Retired,1
568.76,51.0,155.0,1.0,7484.32,Engineer,Doctor,Retired,0
25.939999999999998,58.0,211.0,5.0,4815.11,Doctor,Retired,Retired,1
105.94,51.0,207.0,1.0,5963.1,Engineer,Engineer,Engineer,1
733.29,52.0,94.0,5.0,10427.0,Engineer,Doctor,Doctor,0
350.15,21.0,195.0,1.0,296.47000000000025,Doctor,Doctor,Student,2
1151.18,65.0,105.0,1.0,1100.0599999999995,Engineer,Doctor,Doctor,1
183.67,19.0,238.0,1.0,910.2600000000002,Engineer,Retired,Student,2
278.27,29.0,123.0,1.0,6684.34,Engineer,Engineer,Doctor,0
470.3,40.0,88.0,1.0,8524.09,Engineer,Doctor,Doctor,0
261.69,53.0,84.0,1.0,5126.65,Engineer,Doctor,Retired,1
365.04,22.0,94.0,1.0,873.8900000000003,Engineer,Engineer,Student,2
211.1,57.0,136.0,1.0,7059.77,Engineer,Engineer,Retired,1
21.49000000000001,58.0,240.0,1.0,11991.24,Engineer,Doctor,Doctor,0
63.579999999999984,18.0,199.0,1.0,8086.04,Engineer,Doctor,Student,0
321.86,63.0,167.0,1.0,12626.49,Engineer,Doctor,Doctor,0
12.110000000000014,75.0,127.0,1.0,1730.2799999999997,Engineer,Engineer,Retired,1
642.54,44.0,28.0,1.0,3143.17,Engineer,Engineer,Engineer,1
210.45,27.0,146.0,1.0,1242.4899999999998,Engineer,Doctor,Student,2
313.65,55.0,173.0,1.0,1886.3599999999997,Doctor,Engineer,Retired,1
99.75999999999999,26.0,131.0,1.0,416.8900000000003,Engineer,Engineer,Student,2
115.32,53.0,113.0,1.0,5929.08,Engineer,Engineer,Retired,1
33.610000000000014,23.0,72.0,1.0,479.0799999999999,Engineer,Retired,Student,2
498.59,33.0,32.0,1.0,5862.99,Doctor,Retired,Doctor,2
